,PRODUCT_ID,EVENTTIME,GLASS_ID,EVA_CHAMBER,MASK_ID,MASK_SET,PORT,LINE,POS_X,POS_Y,X_Label,Y_Label,PPA_X,PPA_Y,OFFSET_X,OFFSET_Y,OFFSET_tht
0,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-671.79,408.856,1,1,-4.4407,-0.8229,-3.0,-5.0,9.0
1,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,522.546,77.051,17,3,-4.0151,-0.0824,-3.0,-5.0,9.0
2,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,522.546,-420.573,17,6,-2.0967,-0.9151,-3.0,-5.0,9.0
3,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,597.192,77.055,18,3,-2.4918,-0.7617,-3.0,-5.0,9.0
4,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,597.192,-420.57,18,6,0.3098,-1.2944,-3.0,-5.0,9.0
5,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,671.838,77.055,19,3,-0.741,-1.3197,-3.0,-5.0,9.0
6,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,671.838,-420.57,19,6,0.6884,-1.1722,-3.0,-5.0,9.0
7,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,447.9,-420.574,16,6,1.4991,-0.6941,-3.0,-5.0,9.0
8,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,447.9,77.05,16,3,1.3539,0.5002,-3.0,-5.0,9.0
9,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,373.254,77.049,15,3,-2.2192,1.4745,-3.0,-5.0,9.0
10,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-298.56,-420.583,6,6,-2.4863,4.1047,-3.0,-5.0,9.0
11,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-223.914,77.038,7,3,5.9185,2.0723,-3.0,-5.0,9.0
12,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-223.914,-420.583,7,6,-1.769,1.8155,-3.0,-5.0,9.0
13,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-149.268,77.038,8,3,6.9978,0.8935,-3.0,-5.0,9.0
14,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-149.268,-420.584,8,6,-2.7351,0.6862,-3.0,-5.0,9.0
15,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-74.622,77.04,9,3,4.9342,1.5376,-3.0,-5.0,9.0
16,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-74.622,-420.582,9,6,-3.8828,2.901,-3.0,-5.0,9.0
17,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,0.024,77.042,10,3,4.7421,3.7692,-3.0,-5.0,9.0
18,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,0.024,-420.581,10,6,-2.8267,1.4669,-3.0,-5.0,9.0
19,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,74.67,77.042,11,3,4.3502,1.7335,-3.0,-5.0,9.0
20,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,74.67,-420.581,11,6,-1.9873,1.822,-3.0,-5.0,9.0
21,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,149.316,77.042,12,3,1.7448,1.5598,-3.0,-5.0,9.0
22,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,149.316,-420.581,12,6,-1.2661,-0.2157,-3.0,-5.0,9.0
23,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,223.962,77.043,13,3,0.6542,1.9946,-3.0,-5.0,9.0
24,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,223.962,-420.579,13,6,1.0798,0.4462,-3.0,-5.0,9.0
25,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,298.608,77.046,14,3,-2.0712,1.0732,-3.0,-5.0,9.0
26,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,298.608,-420.576,14,6,0.1801,-0.7293,-3.0,-5.0,9.0
27,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,373.254,-420.574,15,6,-1.1069,-0.0254,-3.0,-5.0,9.0
28,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-298.56,77.038,6,3,6.9835,3.1147,-3.0,-5.0,9.0
29,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-373.206,-420.585,5,6,-2.2505,1.3806,-3.0,-5.0,9.0
30,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-373.206,77.038,5,3,6.9919,2.7919,-3.0,-5.0,9.0
31,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-447.852,-420.586,4,6,-1.1145,0.8646,-3.0,-5.0,9.0
32,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,149.316,-88.774,12,4,1.8831,-0.0926,-3.0,-5.0,9.0
33,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,223.962,408.859,13,1,-1.4063,4.0309,-3.0,-5.0,9.0
34,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,223.962,-88.773,13,4,1.853,1.4216,-3.0,-5.0,9.0
35,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,298.608,408.863,14,1,-2.5054,2.6875,-3.0,-5.0,9.0
36,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,298.608,-88.769,14,4,-1.8926,0.7926,-3.0,-5.0,9.0
37,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,373.254,408.866,15,1,-2.1551,6.2646,-3.0,-5.0,9.0
38,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,373.254,-88.768,15,4,-1.7865,0.1442,-3.0,-5.0,9.0
39,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,447.9,408.866,16,1,-0.9708,1.1037,-3.0,-5.0,9.0
40,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,447.9,-88.767,16,4,3.1531,-1.2132,-3.0,-5.0,9.0
41,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,522.546,408.867,17,1,-1.9033,2.1652,-3.0,-5.0,9.0
42,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,522.546,-88.766,17,4,-3.5255,-0.2892,-3.0,-5.0,9.0
43,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,597.192,408.871,18,1,-1.6751,-0.2824,-3.0,-5.0,9.0
44,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,597.192,-88.763,18,4,-0.703,-1.6102,-3.0,-5.0,9.0
45,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,671.838,408.872,19,1,0.9312,-0.4664,-3.0,-5.0,9.0
46,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,671.838,-88.763,19,4,-0.1685,-2.0582,-3.0,-5.0,9.0
47,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,671.838,242.966,19,2,-1.9658,-0.4593,-3.0,-5.0,9.0
48,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,671.838,-254.646,19,5,0.2068,-2.9243,-3.0,-5.0,9.0
49,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,149.316,408.858,12,1,-2.4279,4.2583,-3.0,-5.0,9.0
50,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,74.67,-88.774,11,4,5.2465,0.6201,-3.0,-5.0,9.0
51,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,74.67,408.859,11,1,-1.7357,3.0255,-3.0,-5.0,9.0
52,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,0.024,-88.775,10,4,4.4814,1.7358,-3.0,-5.0,9.0
53,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-671.79,-88.778,1,4,-2.9488,0.2216,-3.0,-5.0,9.0
54,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-597.144,408.854,2,1,-6.503,-0.9566,-3.0,-5.0,9.0
55,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-597.144,-88.78,2,4,-2.0872,-0.9762,-3.0,-5.0,9.0
56,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-522.498,408.853,3,1,-5.4957,0.6482,-3.0,-5.0,9.0
57,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-522.498,-88.78,3,4,4.075,0.4123,-3.0,-5.0,9.0
58,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-447.852,408.854,4,1,-3.0453,0.8283,-3.0,-5.0,9.0
59,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-447.852,-88.78,4,4,3.201,1.5095,-3.0,-5.0,9.0
60,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-373.206,408.855,5,1,-4.5935,3.0394,-3.0,-5.0,9.0
61,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,597.192,242.966,18,2,-2.2216,-0.775,-3.0,-5.0,9.0
62,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-373.206,-88.778,5,4,6.1487,2.3973,-3.0,-5.0,9.0
63,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-298.56,-88.777,6,4,6.2491,2.3652,-3.0,-5.0,9.0
64,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-223.914,408.855,7,1,-4.7908,3.6539,-3.0,-5.0,9.0
65,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-223.914,-88.777,7,4,5.556,1.8273,-3.0,-5.0,9.0
66,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-149.268,408.855,8,1,-1.5154,3.7601,-3.0,-5.0,9.0
67,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-149.268,-88.778,8,4,6.0184,0.4239,-3.0,-5.0,9.0
68,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-74.622,408.857,9,1,-1.1566,2.9021,-3.0,-5.0,9.0
69,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-74.622,-88.776,9,4,4.677,0.8473,-3.0,-5.0,9.0
70,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,0.024,408.859,10,1,-2.4194,4.0955,-3.0,-5.0,9.0
71,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-298.56,408.856,6,1,-3.2182,3.0452,-3.0,-5.0,9.0
72,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,597.192,-254.645,18,5,0.5953,-2.5881,-3.0,-5.0,9.0
73,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,522.546,-254.648,17,5,-0.0159,-1.7826,-3.0,-5.0,9.0
74,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-373.206,242.948,5,2,1.6853,3.2601,-3.0,-5.0,9.0
75,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-373.206,-254.66,5,5,2.9519,1.1047,-3.0,-5.0,9.0
76,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-447.852,242.947,4,2,0.3996,1.4638,-3.0,-5.0,9.0
77,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-447.852,-254.661,4,5,0.4389,0.4616,-3.0,-5.0,9.0
78,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-522.498,242.947,3,2,-2.9533,0.6997,-3.0,-5.0,9.0
79,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-522.498,-254.662,3,5,0.2619,0.041,-3.0,-5.0,9.0
80,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-597.144,242.948,2,2,-3.4918,-0.9469,-3.0,-5.0,9.0
81,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-597.144,-254.662,2,5,-3.2895,-0.9446,-3.0,-5.0,9.0
82,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-671.79,242.95,1,2,-3.6029,-0.1017,-3.0,-5.0,9.0
83,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-671.79,-254.66,1,5,-4.1986,-1.5226,-3.0,-5.0,9.0
84,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-671.79,77.04,1,3,-2.8984,-0.2667,-3.0,-5.0,9.0
85,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-671.79,-420.583,1,6,-1.9984,1.0795,-3.0,-5.0,9.0
86,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-597.144,77.038,2,3,-1.6709,-1.7121,-3.0,-5.0,9.0
87,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-597.144,-420.586,2,6,-0.817,-0.3167,-3.0,-5.0,9.0
88,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-522.498,77.037,3,3,3.1008,0.3774,-3.0,-5.0,9.0
89,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-522.498,-420.587,3,6,-0.6162,1.2325,-3.0,-5.0,9.0
90,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-447.852,77.038,4,3,3.4417,0.8955,-3.0,-5.0,9.0
91,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-298.56,-254.658,6,5,3.43,1.889,-3.0,-5.0,9.0
92,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-298.56,242.949,6,2,3.1067,3.1664,-3.0,-5.0,9.0
93,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-223.914,-254.658,7,5,2.3655,0.465,-3.0,-5.0,9.0
94,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-223.914,242.949,7,2,1.6755,2.557,-3.0,-5.0,9.0
95,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,447.9,242.96,16,2,-0.4795,1.0843,-3.0,-5.0,9.0
96,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,447.9,-254.649,16,5,1.2753,-1.7075,-3.0,-5.0,9.0
97,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,373.254,242.959,15,2,-2.5363,3.7509,-3.0,-5.0,9.0
98,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,373.254,-254.649,15,5,-1.4621,0.1271,-3.0,-5.0,9.0
99,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,298.608,242.957,14,2,-2.2142,1.7202,-3.0,-5.0,9.0
100,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,298.608,-254.651,14,5,-0.3881,-0.7336,-3.0,-5.0,9.0
101,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,223.962,242.954,13,2,-1.104,2.6331,-3.0,-5.0,9.0
102,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,223.962,-254.654,13,5,0.3975,-0.1866,-3.0,-5.0,9.0
103,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,522.546,242.962,17,2,-3.0439,0.8872,-3.0,-5.0,9.0
104,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,149.316,242.953,12,2,-1.4649,2.5855,-3.0,-5.0,9.0
105,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,74.67,242.953,11,2,1.1432,1.5115,-3.0,-5.0,9.0
106,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,74.67,-254.655,11,5,3.2605,-0.4365,-3.0,-5.0,9.0
107,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,0.024,242.951,10,2,1.2257,3.472,-3.0,-5.0,9.0
108,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,0.024,-254.656,10,5,0.9451,0.3518,-3.0,-5.0,9.0
109,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-74.622,242.95,9,2,2.2023,1.8596,-3.0,-5.0,9.0
110,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-74.622,-254.656,9,5,1.0302,0.4823,-3.0,-5.0,9.0
111,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-149.268,242.949,8,2,2.651,2.3501,-3.0,-5.0,9.0
112,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,-149.268,-254.659,8,5,1.1833,-0.9397,-3.0,-5.0,9.0
113,G2647FB101FQ-007E,2019-05-30 15:54:52,L2E9507A6251,OC_4,1F1B647FH1A007,A007,A,2,149.316,-254.655,12,5,0.288,-1.4061,-3.0,-5.0,9.0
114,G2647FB101FQ-007E,2019-05-30 16:14:16,L2E9507A6251,OC_5,1F2G647FH1A007,A007,A,2,522.546,-420.573,17,6,3.6532,-0.1461,-4.5,-2.0,12.0
