,PRODUCT_ID,EVENTTIME,GLASS_ID,EVA_CHAMBER,MASK_ID,MASK_SET,PORT,LINE,POS_X,POS_Y,X_Label,Y_Label,PPA_X,PPA_Y,OFFSET_X,OFFSET_Y,OFFSET_tht
0,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-671.79,408.85,1,1,1.4923,-2.2738,-3.0,-5.0,9.0
1,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,522.546,76.938,17,3,-1.8985,-1.5128,-3.0,-5.0,9.0
2,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,522.546,-420.557,17,6,-5.1489,0.9136,-3.0,-5.0,9.0
3,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,597.192,76.934,18,3,-1.7606,-2.2359,-3.0,-5.0,9.0
4,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,597.192,-420.561,18,6,-2.3688,1.2162,-3.0,-5.0,9.0
5,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,671.838,76.926,19,3,-1.5519,-2.5557,-3.0,-5.0,9.0
6,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,671.838,-420.57,19,6,-2.4309,1.76,-3.0,-5.0,9.0
7,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,447.9,-420.548,16,6,-1.4987,0.4334,-3.0,-5.0,9.0
8,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,447.9,76.944,16,3,0.8933,-1.4041,-3.0,-5.0,9.0
9,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,373.254,76.951,15,3,0.9741,-0.3412,-3.0,-5.0,9.0
10,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-298.56,-420.489,6,6,-1.7595,5.5996,-3.0,-5.0,9.0
11,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-223.914,76.997,7,3,11.8445,0.4374,-3.0,-5.0,9.0
12,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-223.914,-420.495,7,6,-1.2938,3.246,-3.0,-5.0,9.0
13,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-149.268,76.99,8,3,10.6382,-0.9487,-3.0,-5.0,9.0
14,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-149.268,-420.502,8,6,-2.7391,1.2425,-3.0,-5.0,9.0
15,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-74.622,76.985,9,3,8.993,-0.729,-3.0,-5.0,9.0
16,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-74.622,-420.506,9,6,-4.1858,3.0458,-3.0,-5.0,9.0
17,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,0.024,76.979,10,3,8.5462,1.0481,-3.0,-5.0,9.0
18,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,0.024,-420.513,10,6,-3.4259,1.6443,-3.0,-5.0,9.0
19,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,74.67,76.973,11,3,7.7176,-0.322,-3.0,-5.0,9.0
20,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,74.67,-420.52,11,6,-2.6309,1.8057,-3.0,-5.0,9.0
21,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,149.316,76.966,12,3,5.0478,-0.6079,-3.0,-5.0,9.0
22,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,149.316,-420.526,12,6,-1.6358,0.4063,-3.0,-5.0,9.0
23,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,223.962,76.96,13,3,2.7043,-0.2067,-3.0,-5.0,9.0
24,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,223.962,-420.532,13,6,-0.6911,1.2568,-3.0,-5.0,9.0
25,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,298.608,76.955,14,3,1.4601,-1.1583,-3.0,-5.0,9.0
26,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,298.608,-420.536,14,6,-1.6686,-0.137,-3.0,-5.0,9.0
27,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,373.254,-420.541,15,6,-3.4452,0.7701,-3.0,-5.0,9.0
28,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-373.206,-420.484,5,6,-1.4729,3.0371,-3.0,-5.0,9.0
29,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-373.206,77.011,5,3,12.3465,1.6585,-3.0,-5.0,9.0
30,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-447.852,-420.478,4,6,0.3087,3.2769,-3.0,-5.0,9.0
31,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-447.852,77.017,4,3,11.0167,-0.4348,-3.0,-5.0,9.0
32,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,149.316,408.774,12,1,-1.5192,-0.4685,-3.0,-5.0,9.0
33,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,149.316,-88.726,12,4,3.7901,-1.6308,-3.0,-5.0,9.0
34,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,223.962,408.768,13,1,-1.2164,-1.2313,-3.0,-5.0,9.0
35,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,223.962,-88.731,13,4,3.0959,0.144,-3.0,-5.0,9.0
36,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,298.608,408.765,14,1,-2.9052,-2.1237,-3.0,-5.0,9.0
37,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,298.608,-88.738,14,4,0.7255,-0.4192,-3.0,-5.0,9.0
38,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,373.254,408.76,15,1,-3.0501,1.5319,-3.0,-5.0,9.0
39,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,373.254,-88.742,15,4,0.4103,-0.9558,-3.0,-5.0,9.0
40,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,447.9,408.753,16,1,-2.3874,-3.355,-3.0,-5.0,9.0
41,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,447.9,-88.749,16,4,1.661,-1.7353,-3.0,-5.0,9.0
42,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,522.546,408.747,17,1,-3.8518,-1.8247,-3.0,-5.0,9.0
43,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,522.546,-88.756,17,4,-2.1751,-1.0956,-3.0,-5.0,9.0
44,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,597.192,408.743,18,1,-3.7991,-3.976,-3.0,-5.0,9.0
45,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,597.192,-88.76,18,4,-0.7196,-1.831,-3.0,-5.0,9.0
46,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,671.838,408.736,19,1,-1.5473,-3.7983,-3.0,-5.0,9.0
47,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,671.838,-88.769,19,4,-1.5194,-1.9812,-3.0,-5.0,9.0
48,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,671.838,242.834,19,2,-2.6105,-2.9031,-3.0,-5.0,9.0
49,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,74.67,-88.719,11,4,7.7285,-0.6638,-3.0,-5.0,9.0
50,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,74.67,408.782,11,1,-0.474,-1.7761,-3.0,-5.0,9.0
51,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,0.024,-88.714,10,4,7.8067,-0.0089,-3.0,-5.0,9.0
52,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,0.024,408.788,10,1,-0.7519,-0.749,-3.0,-5.0,9.0
53,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-671.79,-88.656,1,4,1.1711,0.6153,-3.0,-5.0,9.0
54,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-597.144,408.841,2,1,-0.5123,-3.3523,-3.0,-5.0,9.0
55,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-597.144,-88.663,2,4,3.6387,0.0449,-3.0,-5.0,9.0
56,G2647FB101FQ-007E,2019-05-21 10:21:05,L2E9420A8031,OC_4,1F1B647FH1A007,A007,A,2,-522.498,408.833,3,1,0.0203,-2.2105,-3.0,-5.0,9.0
